id,timestamp,raw_log,predicted_label,confidence,log_source,status,reviewed_label
20260815121041234152,2026-08-15T12:10:41.234193,GET /api/v1/k8s/exec?cmd=kubectl+exec+pod+--+cat+/var/run/secrets/kubernetes.io/serviceaccount/token HTTP/1.1,Benign,0.2124,cli,approved,Kubernetes_Token_Theft
